ID,District,Type,x,y,Wheat_yield,Rice_harvest_date,Rice_yield,Rice_N_applied,Rice_P_applied,Rice_K_applied,Rice_Zn_applied,Rice_S_applied,Wheat_sowing_date,Wheat_seed__rate,Turn_around_time,Wheat_days_maturity,Wheat_N_applied,Wheat_P_applied,Wheat_K_applied,Wheat_S_applied,Wheat_Zn_applied,Wheat_B_applied,Soil_pH,Soil_OC,Soil_TN,Soil_P,Soil_K,Soil_S,Soil_B,Soil_Zn,Sand,Silt,Clay,t2m_80,mx2t_40,mx2t_90,tp_40,tp_60,tp_70,par_90,Irrigation_No,Plough_No,Weeding_No,Wheat_variety_ID,Rice_OM_applied_ID,Aman_residue_retained_ID,Wheat_Insecticide_ID,Seed_treatment_ID,Wheat_OM_applied_ID,Rice_variety_type_ID,Ground_cover_ID,Rice DOT,Rice DOH,Rice Early DOH,Wheat DOS,Wheat DOH,Otimum_Date
F02,Faridpur,Val,89.74038,23.65,4662.8,16,4643.6,113.62,34.58,61.75,3.56,0,12,98.8,8,115,68.17,9.88,24.7,4.45,0,0,7.28,0.89,0.15,23.71,0.22,26,0.86,0.91,63.14,23.5,13.36,24.72848008,25.17952317,30.51198918,1.51E-08,0.916500695,0.677548922,738152.9121,3,3,1,1,0,1,0,0,0,1,1,8/5/2014,11/10/2014,10/25/2014,11/18/2014,3/13/2015,11/30/2014
S02,Satkhira,Val,88.95365,22.67585,4336.4,26,4116.7,126.24,41.17,10.29,0,0,19,109.8,5,101,75.75,16.47,41.17,9.88,4.94,1.098,6.25,0.94,0.13,27,0.15,37,1.41,1.08,69.78,10.82,19.4,26.10496773,26.39892945,31.32729301,0.00E+00,0.804173097,1.820639752,744451.4424,3,3,0,3,0,0,0,1,1,2,1,8/21/2014,11/20/2014,10/25/2014,11/25/2014,3/6/2015,11/30/2014
B04,Bhola,Val,90.6119,22.68985,4610.5,29,4940,45.45,12.35,15.44,0,0,25,123.5,8,109,113.6,24.7,30.88,5.56,0,0,7.32,0.67,0.26,9.27,0.19,0,2.71,0.76,53.26,37.5,9.24,26.06644672,25.47092269,29.96289683,0.00E+00,0.568075945,1.460957427,758122.3172,2,2,2,2,0,0,0,0,0,1,1,7/29/2014,11/23/2014,10/25/2014,12/1/2014,3/20/2015,11/30/2014
B08,Bhola,Val,90.60053,22.71948,4225.6,9,3705,113.62,44.11,44.11,12.7,0,22,132.3,25,102,109.6,24.7,55.13,3.18,0,0,6.15,0.82,0.38,15.46,0.15,0,3.05,1.2,60.76,30,9.24,26.00734078,25.58321009,30.10152256,0.00E+00,0.610974867,1.465169303,757150.5311,2,3,1,2,0,0,0,1,0,1,1,8/2/2014,11/3/2014,10/25/2014,11/28/2014,3/10/2015,11/30/2014
B10,Bhola,Val,90.60507,22.70502,3623.4,39,4940,71.01,24.7,46.31,0,0,37,123.5,10,102,85.2,22.23,46.31,1.11,0,0,6.65,0.95,0.2,22.55,0.14,156,2.92,1.16,57.76,35,7.24,26.03605999,25.53107745,30.03671585,0.00E+00,0.590765228,1.464823033,757614.177,1,3,1,2,0,0,0,0,0,2,1,7/29/2014,12/3/2014,10/25/2014,12/13/2014,3/25/2015,11/30/2014
B17,Bhola,Val,90.66492,22.57875,3332.1,49,2470,28.41,0,0,0,0,44,108.1,7,100,92.3,18.53,30.88,0,0,0,6.77,0.77,0.15,18.87,0.18,0,3.4,0.76,54.4,36.64,8.96,26.2657185,24.93351802,29.35632365,3.08E-06,0.37665415,1.398805464,761970.8481,2,3,1,4,0,0,0,1,0,2,2,9/15/2014,12/13/2014,10/25/2014,12/20/2014,3/30/2015,11/30/2014
B23,Bhola,Val,90.70107,22.52773,3871.1,49,4940,56.81,24.7,37.05,8.89,0,43,123.5,6,101,113.6,24.7,37.05,0,4.4,0,5.51,1.04,0.12,10.78,0.15,0,4.21,0.48,54.54,30.64,14.82,26.34082443,24.6285642,29.04767376,2.17E-06,0.277493575,1.339992345,763907.3313,2,2,1,2,0,0,0,0,1,1,1,9/4/2014,12/13/2014,10/25/2014,12/19/2014,3/30/2015,11/30/2014
B25,Bhola,Val,90.71253,22.51197,4057.2,49,5928,85.22,37.05,61.75,4.45,0,44,123.5,7,101,113.6,24.7,37.05,6.67,0,0,5.98,1.19,0.17,12.18,0.12,0,4.77,0.6,57.54,31.5,10.96,26.36113195,24.53138506,28.95405405,6.57E-07,0.24690203,1.319781849,764508.8389,2,4,2,6,0,0,0,1,0,1,1,8/15/2014,12/13/2014,10/25/2014,12/20/2014,3/31/2015,11/30/2014
B26,Bhola,Val,90.72222,22.51817,3794.9,37,4940,51.65,26.95,33.68,4.04,0,34,112.3,9,103,116.2,22.45,42.1,5.05,0,0,5.78,0.92,0.12,39.94,0.13,0,5.29,1.08,57.72,32.07,10.21,26.35460096,24.54814917,28.96928223,1.79E-06,0.254926776,1.312420299,764470.6136,2,3,1,2,0,0,0,0,1,1,1,7/25/2014,12/1/2014,10/25/2014,12/10/2014,3/23/2015,11/30/2014
B30,Bhola,Val,90.76362,22.49123,3530.5,31,4940,42.61,18.53,0,0,0,32,135.1,13,102,94.1,19.3,38.59,3.47,1.4,0,6.8,1.01,0.2,12.2,0.13,23,5.68,0.86,56.54,31.5,11.96,26.38627866,24.35238812,28.78440599,0.00E+00,0.198707043,1.255486933,765815.3971,1,3,1,2,0,0,1,0,0,1,1,7/16/2014,11/25/2014,10/25/2014,12/8/2014,3/20/2015,11/30/2014
B31,Bhola,Val,90.77483,22.49663,4442.8,30,4322.5,28.41,12.35,0,0,0,29,123.5,11,102,92.3,23.16,46.31,5.56,2.8,0,6.36,1.19,0.2,10.19,0.18,73,3.35,1.12,56.72,29.14,14.14,26.37981938,24.36770549,28.79740361,0.00E+00,0.205903223,1.248435425,765816.244,1,2,2,2,0,0,1,0,1,1,1,8/5/2014,11/24/2014,10/25/2014,12/5/2014,3/17/2015,11/30/2014
B33,Bhola,Val,90.782,22.46442,3458.2,44,3705,42.61,30.88,30.88,0,0,40,123.5,8,82,107.9,24.7,61.75,3.33,2.2,0,6.54,1.29,0.2,6.25,0.16,69,2.88,0.52,56.22,32.64,11.14,26.41306699,24.18976508,28.63731957,0.00E+00,0.150026483,1.220081109,766828.1645,1,3,1,4,0,0,0,1,0,1,1,7/30/2014,12/8/2014,10/25/2014,12/16/2014,3/8/2015,11/30/2014
B35,Bhola,Val,90.80373,22.45062,3264,63,4940,75.75,32.93,51.46,3.71,0,57,123.5,6,101,75.7,12.35,20.58,0,0,0,7.35,0.89,0.15,9,0.12,69,2.42,0.28,56.04,32.82,11.14,26.4239804,24.09362417,28.55099915,0.00E+00,0.124226874,1.190174675,767522.9342,2,3,1,3,0,0,0,0,0,2,2,8/28/2014,12/27/2014,10/25/2014,1/2/2015,4/13/2015,11/30/2014
B43,Bhola,Val,90.8135,22.42422,4117.3,31,5557.5,71.01,30.88,46.31,5.56,0,34,115.8,15,102,106.5,23.16,30.88,5.56,0,0,7.05,0.86,0.06,9.2,0.12,46,2.84,0.2,57.22,33.14,9.64,26.44581429,23.94904897,28.42638628,0.00E+00,0.081163755,1.160304467,768371.3434,2,2,2,2,0,1,1,0,1,2,1,7/30/2014,11/25/2014,10/25/2014,12/10/2014,3/22/2015,11/30/2014
B44,Bhola,Val,90.81033,22.40725,4115,35,6175,37.87,30.88,25.73,0,0,34,128.6,11,102,87.6,18.53,25.73,5.56,0,0,5.01,0.73,0.12,10.5,0.14,98,2.97,0.21,57.54,32.32,10.14,26.45986956,23.86982447,28.36090722,0.00E+00,0.055659232,1.148960709,768753.3343,2,3,1,5,0,0,0,1,0,1,1,8/16/2014,11/29/2014,10/25/2014,12/10/2014,3/22/2015,11/30/2014
B47,Bhola,Val,90.81115,22.34583,3909.3,40,5351.7,82.85,19.55,33.45,1.85,0,38,128.6,10,101,118.4,20.58,38.59,2.78,1.9,0,6.54,1.04,0.15,12,0.17,110,3.18,0.36,56.04,32.82,11.14,26.50023074,23.60007159,28.14325127,5.30E-06,0,1.096859543,770171.0132,2,3,2,3,0,0,0,1,0,2,1,8/10/2014,12/4/2014,10/25/2014,12/14/2014,3/25/2015,11/30/2014
B50,Bhola,Val,90.76,22.34443,4022.7,43,2766.4,18.18,14.82,0,0,0,43,123.5,12,101,97.7,19.76,24.7,1.78,0,0,6.15,0.92,0.09,11,0.16,44,2.97,0.26,57.22,34.64,8.14,26.50670188,23.67754613,28.21694712,5.66E-06,0,1.152591496,769295.1957,3,4,2,4,0,0,1,0,1,1,1,8/5/2014,12/7/2014,10/25/2014,12/19/2014,3/30/2015,11/30/2014
B52,Bhola,Val,90.73502,22.1689,3515,41,5145.8,42.61,30.88,30.88,11.12,0,38,123.5,9,101,106.5,20.58,43.74,2.78,1.9,0,6.26,1.22,0.15,13,0.19,200,2.92,0.6,58.22,27,14.78,26.56674821,23.33484877,27.94753102,0.00E+00,0,1.104197925,771282.7281,2,4,1,2,0,0,0,1,0,1,1,8/16/2014,12/5/2014,10/25/2014,12/14/2014,3/25/2015,11/30/2014
B54,Bhola,Val,90.73065,22.1889,3386,46,3705,53.26,30.88,0,0,0,40,123.5,6,93,106.5,23.16,38.59,0,0,0,5.85,0.83,0.15,11,0.13,71,3.01,0.24,55.22,37,7.78,26.56409944,23.36440962,27.97770848,0.00E+00,0,1.114229103,770991.1644,2,4,2,3,0,1,0,0,0,2,1,8/19/2014,12/10/2014,10/25/2014,12/16/2014,3/19/2015,11/30/2014
B55,Bhola,Val,90.72042,22.18432,3135,49,4940,56.81,30.88,30.88,11.12,0,48,138.9,11,98,113.6,12.88,61.75,8.34,5.6,0,6.77,0.84,0.09,17,0.2,34,3.4,0.58,58.22,32.82,8.96,26.56590754,23.38603165,27.99697367,0.00E+00,0,1.128877436,770814.5711,2,4,0,2,0,0,1,0,0,1,2,8/18/2014,12/13/2014,10/25/2014,12/24/2014,4/1/2015,11/30/2014
B56,Bhola,Val,90.70805,22.19423,4241.4,49,4446,28.41,12.35,30.88,0,0,45,111.2,8,99,102.3,12.35,18.53,0,0,0,5.42,1.02,0.12,10.5,0.13,17,3.05,1,66.54,24.32,9.14,26.56483862,23.43051413,28.03769475,0.00E+00,0,1.150107461,770444.6092,2,3,1,5,0,0,0,0,0,1,1,8/3/2014,12/13/2014,10/25/2014,12/21/2014,3/30/2015,11/30/2014
B57,Bhola,Val,90.71625,22.20895,3895,40,4940,71.01,30.88,38.59,0,0,39,115.8,11,102,92.3,23.16,46.31,4.17,0,0,6.3,1.05,0.06,10,0.15,97,3.31,1.04,56.72,31.5,11.78,26.56108254,23.4272724,28.03486809,0.00E+00,0,1.141069933,770467.2218,2,2,0,2,0,1,0,0,0,1,1,8/6/2014,12/4/2014,10/25/2014,12/15/2014,3/27/2015,11/30/2014
B59,Bhola,Val,90.76615,22.21993,4610.2,40,4940,42.61,30.88,46.31,2.22,0,39,135.9,11,101,79.5,18.53,30.88,3.33,0,0,5.67,0.79,0.17,10.2,0.15,80,2.92,0.2,58.32,31.9,9.78,26.5536616,23.32444026,27.93962357,0.00E+00,0,1.072465951,771392.7584,2,3,2,2,0,0,0,0,1,2,1,8/18/2014,12/4/2014,10/25/2014,12/15/2014,3/26/2015,11/30/2014
F03,Faridpur,Val,89.74307,23.6479,2730.5,20,1976,102.26,32.11,43.23,4.45,22.2,16,123.5,8,106,113.62,24.7,61.75,11.12,0,0,6.74,0.96,0.12,14.61,0.22,14,0.95,0.85,62.64,22.36,15,24.73021108,25.18232391,30.51401436,3.11E-08,0.916317219,0.677332693,738198.9529,1,3,1,1,0,1,0,0,1,1,2,8/28/2014,11/14/2014,10/25/2014,11/22/2014,3/8/2015,11/30/2014
F04,Faridpur,Val,89.72298,23.52667,3215.1,32,2964,34.09,49.4,37.05,8.89,26.7,25,123.5,5,102,79.53,24.7,49.4,4.45,0,0,6.82,0.77,0.15,13.36,0.2,9,1.03,0.38,64,23,13,24.81682534,25.30811805,30.65403529,0.00E+00,0.823079328,0.675740367,739859.75,3,3,1,1,0,1,0,0,0,1,2,7/30/2014,11/26/2014,10/25/2014,12/1/2014,3/13/2015,11/30/2014
F07,Faridpur,Val,89.70917,23.50478,4180.4,29,3528.6,40.58,24.7,61.75,4.23,1.6,23,117.6,6,101,121.74,23.52,58.81,10.59,4.23,0.588,6.57,1.01,0.17,8.93,0.19,15,1.12,0.27,67.14,22.5,10.36,24.8351778,25.33087248,30.6765345,0.00E+00,0.806695936,0.682818648,740060.8369,3,3,1,1,1,1,0,0,0,2,1,7/16/2014,11/23/2014,10/25/2014,11/29/2014,3/10/2015,11/30/2014
F08,Faridpur,Val,89.7,23.501,3730.2,36,3528.6,81.16,49.4,88.21,6.35,31.8,29,88.2,5,103,81.16,14.11,35.29,6.35,0,0,6.85,0.72,0.15,21.46,0.22,16,1.55,0.53,64.82,24,11.18,24.83789603,25.3334949,30.6813471,0.00E+00,0.801833285,0.683506509,740045.5201,3,3,1,1,0,1,0,0,0,1,1,8/14/2014,11/30/2014,10/25/2014,12/5/2014,3/18/2015,11/30/2014
F09,Faridpur,Val,89.69215,23.48837,4149.6,20,3952,113.62,49.4,123.5,44.46,0,14,98.8,6,107,124.98,39.52,61.75,22.23,0,0,6.99,0.77,0.12,23.63,0.18,33,0.9,0.57,59.64,30,10.36,24.84960708,25.34733614,30.69341416,0.00E+00,0.793498045,0.689417677,740153.1885,3,3,1,1,0,1,0,0,0,1,1,7/22/2014,11/14/2014,10/25/2014,11/20/2014,3/7/2015,11/30/2014
F15,Faridpur,Val,89.67742,23.48442,4627,21,4234.3,162.31,21.17,52.93,0,12.7,18,141.1,9,106,97.39,14.11,35.29,12.7,0,0,6.88,0.77,0.12,22.21,0.2,10,0.77,0.39,67,24.86,8.14,24.85276414,25.34941659,30.69890387,0.00E+00,0.787148157,0.69009069,740093.2716,3,3,1,1,0,1,0,1,1,2,1,7/27/2014,11/15/2014,10/25/2014,11/24/2014,3/10/2015,11/30/2014
F19,Faridpur,Val,89.64958,23.51793,3337.2,28,4940,0,0,0,0,0,22,123.5,6,94,124.98,29.64,74.1,22.23,0,0,6.35,0.94,0.15,17.57,0.2,11,0.69,0.99,60,27.18,12.82,24.8203278,25.30371195,30.67332776,0.00E+00,0.792047659,0.670197655,739448.5593,3,3,1,1,0,1,0,0,0,1,2,7/24/2014,11/22/2014,10/25/2014,11/28/2014,3/2/2015,11/30/2014
F21,Faridpur,Val,89.67368,23.53498,2797.7,26,5880,136.34,49.4,49.4,0,0,22,123.5,8,95,116.34,39.52,74.1,0,0,0,6.95,0.78,0.13,15.61,0.2,12,1.12,0.68,65.18,24.64,10.18,24.80519087,25.28800358,30.65410928,0.00E+00,0.809245752,0.666665605,739405.364,1,3,1,1,0,1,0,0,0,1,2,8/1/2014,11/20/2014,10/25/2014,11/28/2014,3/3/2015,11/30/2014
F25,Faridpur,Val,89.79903,23.56363,4493,13,5340.5,46.06,6.68,16.69,2.4,0,9,133.5,8,108,107.48,20.03,50.07,12.02,2.4,0,6.84,1.16,0.15,19.87,0.2,13,1.51,1.18,66,23,11,24.80165123,25.28682883,30.60094077,2.13E-07,0.876001941,0.680674458,739777.052,3,3,2,1,0,1,0,0,0,2,1,8/9/2014,11/7/2014,10/25/2014,11/15/2014,3/3/2015,11/30/2014
F31,Faridpur,Val,89.8173,23.5028,3530.5,16,2470,66.28,0,0,0,0,12,102.9,8,109,113.62,20.58,41.17,11.12,0,0,6.6,1.09,0.15,17.37,0.22,21,0.9,1.14,69.18,19.18,11.64,24.8592488,25.36180376,30.6566875,1.28E-07,0.839083476,0.704696834,740763.6851,3,3,1,1,0,1,0,0,0,1,1,7/27/2014,11/10/2014,10/25/2014,11/18/2014,3/7/2015,11/30/2014
F42,Faridpur,Val,89.90535,23.50133,4399.4,23,6080,34.96,30.4,95,41.04,0,19,114,8,106,104.88,26.6,57,6.84,0,0,7.28,0.47,0.12,14.36,0.17,37,0.77,0.27,59.64,30,10.36,24.88809798,25.39302292,30.63815408,0.00E+00,0.86104896,0.730825062,741202.7225,3,3,1,2,0,1,0,0,0,1,1,7/28/2014,11/17/2014,10/25/2014,11/25/2014,3/11/2015,11/30/2014
F44,Faridpur,Val,89.92515,23.50453,3730.2,26,2964,28.41,0,0,0,0,20,123.5,6,98,113.62,24.7,61.75,5.56,0,0,6.96,0.83,0.06,20.04,0.19,65,1.2,0.63,64.46,27.5,8.04,24.89176824,25.39647458,30.63092601,0.00E+00,0.868186459,0.735636506,741230.7335,3,3,1,2,1,0,0,0,0,1,1,7/25/2014,11/20/2014,10/25/2014,11/26/2014,3/4/2015,11/30/2014
F46,Faridpur,Val,89.92702,23.53095,4289.8,8,4940,17.22,16.47,18.71,5.39,0,14,119.8,18,108,86.08,22.45,56.14,6.74,2.69,0,7.02,0.79,0.14,18.79,0.22,29,1.9,0.72,69.46,17,13.54,24.86904681,25.36706951,30.60536626,0.00E+00,0.891313372,0.72439838,740828.3335,3,3,1,2,0,0,0,0,0,1,1,8/5/2014,11/2/2014,10/25/2014,11/20/2014,3/8/2015,11/30/2014
F47,Faridpur,Val,89.91393,23.54988,3916.7,25,3763.8,81.16,23.52,11.76,0,0,20,117.6,7,105,135.26,35.29,58.21,8.47,0,0,7.11,0.8,0.15,15.78,0.21,38,1.85,0.87,58.64,27.82,13.54,24.84865406,25.34108946,30.58879197,0.00E+00,0.904861129,0.714130129,740483.0838,3,3,1,2,0,0,0,0,0,1,1,7/28/2014,11/19/2014,10/25/2014,11/26/2014,3/11/2015,11/30/2014
F48,Faridpur,Val,89.89975,23.56015,3730.2,24,1520,43.7,0,0,0,0,22,114,10,104,96.14,22.8,47.5,0,0,0,7.1,0.93,0.17,10.6,0.22,26,1.94,0.38,63.46,21,15.54,24.83550036,25.32455233,30.58100379,5.03E-09,0.909860977,0.707375312,740268.8568,3,3,0,3,0,0,0,0,0,2,1,7/2/2014,11/18/2014,10/25/2014,11/28/2014,3/12/2015,11/30/2014
F49,Faridpur,Val,89.89217,23.56927,3744.2,26,2280,43.7,0,0,0,0,22,95,8,105,104.88,22.8,57,0,0,0,7.05,1.04,0.14,15.78,0.18,32,1.25,0.91,68.46,15.18,16.36,24.82569344,25.31181563,30.57266207,2.31E-08,0.91581121,0.703519887,740094.8486,3,3,1,4,0,1,0,0,0,2,1,6/28/2014,11/20/2014,10/25/2014,11/28/2014,3/13/2015,11/30/2014
F50,Faridpur,Val,89.77313,23.5373,5307.7,19,2470,0,8.82,0,0,0,13,132.3,6,129,105.5,21.17,44.11,7.94,3.18,0.882,6.84,0.72,0.12,25.55,0.22,31,1.76,1.18,67.28,22.18,10.54,24.81693415,25.30876615,30.63386759,6.53E-08,0.847532956,0.681082666,740022.4674,3,3,1,1,0,1,0,1,1,2,1,6/29/2014,11/13/2014,10/25/2014,11/19/2014,3/28/2015,11/30/2014
F52,Faridpur,Val,89.7919,23.5318,5156.3,20,6840,0,0,0,0,0,12,133,4,116,113.62,22.8,47.5,8.55,3.94,0.95,7.05,1.01,0.17,15.03,0.16,11,1.42,1.1,62.46,27.82,9.72,24.82623207,25.32041593,30.63527573,1.48E-07,0.850374897,0.686642246,740208.2906,3,3,2,6,0,1,0,0,0,1,1,8/9/2014,11/14/2014,10/25/2014,11/18/2014,3/14/2015,11/30/2014
F55,Faridpur,Val,89.78633,23.5062,5449.3,16,3087.5,106.52,30.88,77.19,0,0,10,115.8,6,106,124.27,30.88,57.89,6.95,2.78,0,7.08,1.07,0.09,15.03,0.18,15,0.96,1.03,60.36,23.92,15.72,24.84788893,25.34859756,30.66041122,1.14E-07,0.832080955,0.695804025,740540.4159,3,3,2,1,0,1,0,0,0,1,1,8/4/2014,11/10/2014,10/25/2014,11/16/2014,3/2/2015,11/30/2014
F57,Faridpur,Val,89.78377,23.4893,5522.7,13,3952,68.17,19.76,49.4,0,0,9,123.5,8,133,113.62,24.82,37.05,4.45,5.12,0.988,7.05,0.97,0.12,24.3,0.21,51,0.69,0.53,64.46,25.32,10.22,24.86339225,25.36811811,30.67559689,1.02E-07,0.821454863,0.704307473,740759.2824,3,3,1,1,0,1,0,0,1,1,1,8/2/2014,11/7/2014,10/25/2014,11/15/2014,3/28/2015,11/30/2014
S05,Satkhira,Val,88.94715,22.62877,4400.2,20,5351.7,123.09,32.93,36.02,3.71,0,13,164.7,5,101,123.09,24.7,51.46,20.38,3.41,1.03,7.77,0.72,0.13,51,0.17,38,0.47,0.98,71.78,17.32,10.9,26.1649533,26.44142176,31.31213184,0.00E+00,0.824826354,1.899617041,745416.8043,3,3,0,3,0,0,1,1,1,1,1,7/1/2014,11/14/2014,10/25/2014,11/19/2014,2/28/2015,11/30/2014
S07,Satkhira,Val,88.96002,22.6426,4459.5,7,4649.4,33.42,29.06,36.32,5.23,13.1,4,145.3,9,99,103.67,18.53,36.32,10.46,5.23,0.726,7.22,0.73,0.1,23,0.14,39,1.25,0.86,74.28,18.14,7.58,26.14555714,26.44010268,31.31924586,0.00E+00,0.820337661,1.893311448,745211.4031,3,3,0,4,0,0,1,1,1,2,1,8/10/2014,11/1/2014,10/25/2014,11/10/2014,2/17/2015,11/30/2014
S10,Satkhira,Val,88.96405,22.73225,3960.7,26,5688.5,68.86,23.2,52.39,5.39,13.5,22,149.7,8,102,120.51,22.45,46.78,10.1,5.39,0.898,7.05,1.13,0.13,38,0.2,34,0.77,1.6,62.6,24,13.4,26.0332106,26.35035568,31.33778069,0.00E+00,0.777760909,1.731426184,743334.8893,3,3,0,3,0,0,0,1,1,2,1,7/16/2014,11/20/2014,10/25/2014,11/28/2014,3/10/2015,11/30/2014
S16,Satkhira,Val,89.00715,22.66868,4524.2,8,5634.5,77.47,22.45,56.14,4.04,10.1,4,134.7,8,105,129.11,17.96,33.68,10.1,6.06,0,7.4,0.87,0.13,38,0.15,26,0.98,0.64,72.92,13.68,13.4,26.10466465,26.45518278,31.33301391,2.62E-06,0.815246822,1.915125101,745016.0728,2,3,1,3,0,0,0,1,0,2,1,7/20/2014,11/2/2014,10/25/2014,11/10/2014,2/23/2015,11/30/2014
S19,Satkhira,Val,88.98212,22.6969,4055,28,1580.8,54.54,19.76,49.4,7.11,0,23,128.4,7,103,109.08,19.76,39.52,10.67,5.34,1.186,6.73,1.09,0.07,31,0.16,32,1.42,1.18,70.6,14,15.4,26.07324843,26.40280907,31.33602555,0.00E+00,0.798742183,1.82586316,744224.314,2,3,2,3,0,1,0,1,0,2,1,7/25/2014,11/22/2014,10/25/2014,11/29/2014,3/12/2015,11/30/2014
S22,Satkhira,Val,88.95052,22.7623,4118.6,26,2744.4,75.75,32.93,41.17,0,0,22,137.2,8,102,113.62,21.96,48.03,9.88,0,0,6.8,0.71,0.13,44,0.19,15,0.3,0.76,74.78,13.96,11.26,25.99996398,26.30864053,31.33614114,0.00E+00,0.758590596,1.652815924,742595.3723,2,3,1,4,0,1,0,1,1,2,1,7/10/2014,11/20/2014,10/25/2014,11/28/2014,3/10/2015,11/30/2014
S23,Satkhira,Val,88.96477,22.77,4056.6,21,5684.4,75.75,32.93,41.17,4.94,0,24,137.2,15,102,113.62,19.21,34.31,9.88,0,0,6.6,1.11,0.13,35,0.22,32,0.17,0.92,71.92,11,17.08,25.98703317,26.31206757,31.3376145,0.00E+00,0.75755427,1.66166748,742554.6166,2,3,1,4,0,1,0,1,0,1,1,7/30/2014,11/15/2014,10/25/2014,11/30/2014,3/12/2015,11/30/2014
S25,Satkhira,Val,88.97525,22.75343,3276.2,16,5928,75.75,26.35,32.93,0,0,22,131.7,18,104,90.9,13.17,32.93,0,0,0,6.28,1.15,0.1,31,0.21,41,1.59,0.84,62.42,20.64,16.94,26.00462703,26.3374514,31.33968767,0.00E+00,0.768912031,1.709699572,742985.5901,2,3,1,6,0,0,0,1,0,1,2,7/22/2014,11/10/2014,10/25/2014,11/28/2014,3/12/2015,11/30/2014
S42,Satkhira,Val,89.02482,22.36202,3637,31,2470,71.01,30.88,38.59,0,13.9,25,154.4,6,104,106.52,18.53,30.88,5.56,0,0,6.12,1.02,0.17,26,0.17,44,0.47,1.72,73.06,16.86,10.08,26.52535073,26.85208044,31.24208283,1.03E-05,0.902307419,2.494900239,751263.4572,1,3,1,4,1,0,1,1,0,1,1,7/2/2014,11/25/2014,10/25/2014,12/1/2014,3/15/2015,11/30/2014
S43,Satkhira,Val,89.03002,22.37388,3866.4,28,4790.3,68.86,29.94,74.85,0,26.9,24,127.2,8,104,103.29,22.45,44.91,8.08,0,0,6.65,0.42,0.41,68,0.22,55,0.47,0.6,64.38,22.36,13.26,26.50955444,26.84329433,31.24611228,1.64E-05,0.899518237,2.478064774,751077.576,3,4,0,3,0,0,1,1,1,2,1,7/15/2014,11/22/2014,10/25/2014,11/30/2014,3/14/2015,11/30/2014
S46,Satkhira,Val,89.06873,22.43238,3276.2,6,5389.1,77.47,26.95,56.14,0,0,0,112.3,6,105,129.11,17.96,39.3,16.17,6.06,0,6.65,0.75,0.09,38,0.15,48,1.08,0.52,73.38,14.86,11.76,26.4290642,26.80556377,31.26650286,1.38E-05,0.884729991,2.406545534,750212.5678,3,2,1,3,0,0,0,1,0,1,2,7/20/2014,10/31/2014,10/25/2014,11/6/2014,2/19/2015,11/30/2014
S47,Satkhira,Val,89.09862,22.43167,3170.7,31,2694.5,60.25,22.45,37.42,1.35,0,27,131,8,103,94.68,26.2,28.07,3.37,2.69,0,6.67,0.84,0.2,69,0.15,30,1.33,0.84,71.56,18.36,10.08,26.43152517,26.82949651,31.26888054,4.27E-06,0.881764265,2.429817184,750397.6358,2,3,1,6,0,0,1,1,0,1,2,7/10/2014,11/25/2014,10/25/2014,12/3/2014,3/16/2015,11/30/2014
S52,Satkhira,Val,88.9907,22.64692,3450.5,0,4725.2,148.2,64.43,32.22,1.93,0,19,128.9,31,103,103.74,21.48,42.96,9.67,3.87,0,6.55,0.56,0.07,67,0.22,83,0.9,0.76,69.1,22.5,8.4,26.13536314,26.4650431,31.32541025,0.00E+00,0.8222737,1.931256011,745347.1157,3,4,0,6,0,0,0,1,1,1,1,8/2/2014,10/25/2014,10/25/2014,11/25/2014,3/8/2015,11/30/2014
S53,Satkhira,Val,89.10643,22.75215,4149.4,21,3387.4,58.43,19.76,35.29,0,0,18,141.1,9,103,90.9,16.94,35.29,10.16,5.08,1.13,6.76,0.69,0.09,68,0.2,33,0.56,2.4,61.92,27,11.08,25.97624746,26.42138546,31.34074624,5.65E-07,0.796711139,1.894983075,744179.9556,3,3,1,3,0,0,0,1,1,2,1,7/10/2014,11/15/2014,10/25/2014,11/24/2014,3/7/2015,11/30/2014
S54,Satkhira,Val,89.99153,22.59257,4266.8,9,4649.4,66.84,29.06,43.59,0,0,10,116.2,13,107,93.57,17.44,36.32,10.46,0,0,6.54,0.81,0.09,27,0.21,36,0.77,0.8,60.74,28.68,10.58,26.06138589,26.51193029,31.33483908,0.00E+00,0.824583478,2.031836842,745654.0528,2,3,1,4,0,0,0,1,1,1,1,7/15/2014,11/3/2014,10/25/2014,11/16/2014,3/3/2015,11/30/2014
S57,Satkhira,Val,89.05382,22.88495,3369.8,24,2470,45.45,12.35,24.7,0,0,18,123.5,6,104,85.22,17.29,30.88,8.89,3.33,0.988,6.75,0.66,0.06,25,0.15,106,0.98,0.6,65.92,23,11.08,25.82184156,26.23425803,31.30059164,1.98E-06,0.717559957,1.575329811,741150.1149,2,4,0,6,0,0,0,1,0,2,1,7/15/2014,11/18/2014,10/25/2014,11/24/2014,3/8/2015,11/30/2014
