Foodstatus,Schooling_year,Age,Household_size,Rainfed_area,Irrigated_area,Remittance,No_livestock,Infrastructure_Index,Region,Sex,Caste,Livelihood,School_Class,Household_Class,Remitance_Class,Foodstatus_ID,Sex_ID,Region_ID,Livelihood_ID
0,11,40,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
1,15,29,5,0,0,0,0,0.997,1,0,0,0,1,1,0,Food inadquate,Male,central,Non Agriculture Household
0,11,73,9,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,62,5,0,0,0,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,4,44,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,8,44,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,68,8,0,0,85,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,46,8,0,0,0,0,1,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,8,35,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,43,5,0,0,0,2.8,1,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,27,4,0,0,85,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,47,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,51,4,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,41,5,0,0,0,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,15,61,6,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,35,4,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,24,4,0,0,0,0.03,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,55,7,0,0,0,0.7,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,5,38,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,49,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,60,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,35,4,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,15,50,4,0,0,0,0,0.998,1,0,0,0,1,1,0,Food inadquate,Male,central,Non Agriculture Household
0,15,59,7,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,37,8,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,42,6,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,42,5,0,0,0,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,37,8,0,0,0,0,0.998,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,41,5,0,0,0,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,11,36,4,0,0,127.5,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,0,45,13,0,0,0,1.51,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,43,4,0,0,0,0,0.999,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,3,36,5,0,0,0,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,6,45,7,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,54,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,3,33,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,43,4,0,0,0,0,0.999,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,43,4,0,0,0,0,0.999,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,55,7,0,0,0,0.7,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,8,78,6,0,0,42.5,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,5,38,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,31,10,0,0,0,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,47,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,53,7,0,0,0,1.4,1,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,52,9,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,34,10,0.102,0,0,0,0.999,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,40,7,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,5,38,4,0,0,0,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,8,49,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,26,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,52,6,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,65,4,0,0,0,0,1,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,0,60,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,73,6,0,0,0,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,0,45,13,0,0,0,1.51,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,9,41,4,0,0,0,0.04,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,60,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,26,5,0,0,25.5,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,60,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,55,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,3,33,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,37,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,10,46,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,44,7,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,67,6,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,28,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,9,26,4,0,0,25.5,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,7,32,5,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,49,5,0,0,0,0.1,1,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,15,53,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,38,4,0,0,90.1,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,0,31,10,0,0,0,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,40,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,0,58,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,3,44,4,0,0,5.1,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,4,46,8,0,0,0,0,1,1,0,0,1,0,1,0,Food adquate,Male,central,Agriculture Household
0,11,58,8,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,8,38,4,0,0,0,0,1,1,0,1,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,40,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,7,36,7,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,40,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,37,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,11,25,4,0,0,0,0,1,1,0,0,0,0,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,30,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,34,4,0,0,0,0,1,1,1,0,0,1,1,0,Food adquate,Female,central,Non Agriculture Household
0,10,65,7,0,0,0,0,1,1,1,0,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,0,82,5,0,0,0,0,1,1,1,1,0,0,1,0,Food adquate,Female,central,Non Agriculture Household
0,15,60,5,0,0,0,0.02,1,1,0,0,1,1,1,0,Food adquate,Male,central,Agriculture Household
1,5,45,9,0.667,0.254,0,1.8,1,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,51,4,0,0,0,0,1,1,0,1,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,3,40,10,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,11,51,4,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,36,5,0,0,0,0,1,1,1,1,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
1,9,40,6,0,0,0,0.7,1,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,4,31,4,0,0,0,0,1,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,3,75,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,36,4,0,0,0,0,1,1,1,0,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
1,4,25,4,0,0,0,0,1,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,10,35,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,5,30,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,11,71,6,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,15,56,9,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,0,42,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,47,6,0,0,0,0.02,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,73,6,0,0,0,0,1,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,7,39,4,0,0,0,0,1,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,10,46,4,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,68,5,0,0,0,0,1,1,1,0,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
1,0,32,5,0,0,0,0,1,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,0,28,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,15,57,6,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,0,69,9,0,0,0,0,1,1,1,0,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
1,0,34,4,0,0,0,0,1,1,1,1,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
0,15,49,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,0,27,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,8,28,5,0,0,0,0,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,15,68,10,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,8,28,5,0,0,0,0,1,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,11,46,7,0,0,0,3.1,1,1,0,0,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
1,4,31,4,0,0,0,0,1,1,0,1,0,0,1,0,Food inadquate,Male,central,Non Agriculture Household
0,15,41,6,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
0,15,60,5,0,0,0,0.02,1,1,0,0,1,1,1,0,Food adquate,Male,central,Agriculture Household
1,0,68,5,0,0,0,0,1,1,1,0,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
0,15,31,8,0,0,0,0,1,1,0,0,1,1,1,0,Food adquate,Male,central,Agriculture Household
0,15,68,10,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,8,30,10,0,0.016,0,4.693,0.975,1,0,0,1,0,1,0,Food inadquate,Male,central,Agriculture Household
1,0,29,5,0,0,174.87,0.137,0.99,1,1,1,0,0,1,0,Food inadquate,Female,central,Non Agriculture Household
1,11,37,5,0,0,5.997,0,0.983,2,1,0,0,0,1,0,Food inadquate,Female,eastern,Non Agriculture Household
1,8,40,6,0,0,215.926,0.601,0.982,2,0,1,0,0,1,0,Food inadquate,Male,eastern,Non Agriculture Household
1,0,40,4,0,0,0,0.13,0.365,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,40,4,0,0.002,0,0.182,0.372,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,45,8,1.323,0.356,0,3.91,0.672,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,3,35,6,0,0.102,0,2.75,0.705,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,3,35,6,0.022,0.102,0,2.638,0.712,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,45,5,0.153,0.153,0,5.68,0.718,2,1,0,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
1,0,59,4,0.051,0.051,0,4.06,0.728,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,38,7,0.035,0,0,4.25,0.734,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,59,4,0.077,0.077,0,3.912,0.734,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,70,10,0.445,0,1.275,3.88,0.743,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,60,5,0.153,0,0,3.53,0.745,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,67,6,0,0,0,1.83,0.746,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,54,10,0.458,0,0,1.71,0.751,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,41,4,0,0,0,1.62,0.752,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,38,6,0.054,0,0,1.86,0.756,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,40,4,0.102,0,0,0.87,0.757,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
1,0,41,4,0.016,0,0,1.698,0.76,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,5,44,4,0.763,0.763,0,1.62,0.763,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,5,44,4,0.763,0.763,0,1.62,0.763,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,8,68,8,0,0,0,1.64,0.764,2,0,1,0,0,1,0,Food adquate,Male,eastern,Non Agriculture Household
1,0,64,4,0.063,0,74.808,4.392,0.765,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,39,5,0.327,0,0,1.073,0.767,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
1,0,57,8,0.102,0.051,0,3.43,0.768,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,59,8,0.407,0.712,0,2.74,0.771,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,7,27,7,0,0,0,3.27,0.775,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,3,36,6,0.203,0,0,3.65,0.776,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,66,4,0,0,178.854,4.731,0.779,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,66,4,0,0,127.5,5,0.78,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,36,7,0.102,0.254,0,1.71,0.78,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,36,7,0.091,0.227,0,1.561,0.782,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,64,7,0.916,0,0,2.5,0.782,2,1,0,0,0,1,0,Food inadquate,Female,eastern,Non Agriculture Household
1,0,30,5,0.229,0.102,0,1.61,0.783,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,38,6,0.712,0,0,1.42,0.784,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
1,0,61,5,0.284,0.284,0,2.725,0.788,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,7,35,8,1.272,0,0,6.04,0.789,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,7,35,8,1.272,0,0,6.04,0.789,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,61,8,1.094,0.725,0,5.82,0.79,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,50,6,0.509,0,0,9.8,0.79,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,42,8,0,0,0,4.26,0.795,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,35,4,0,0,212.5,2.52,0.796,2,1,0,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,0,66,6,0,0,0,4.6,0.796,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,66,6,0,0,0,4.6,0.796,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,35,4,0,0,212.5,2.52,0.796,2,1,0,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,0,66,6,0,0,0,4.6,0.796,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,66,6,0,0,0,4.6,0.796,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,33,5,0.102,0,0,0.7,0.797,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,34,5,0,0,0,0.31,0.798,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,50,7,1.272,0,0,1.63,0.802,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,44,6,0.413,0,0,6.46,0.804,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,1,63,6,0.745,1.083,9.217,3.957,0.805,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,62,5,0.356,0.356,0,2.31,0.807,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,32,5,0.162,0.072,24.701,1.72,0.808,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,48,10,0.423,0,0,1.641,0.809,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,5,52,7,0,0,0,3.17,0.81,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,36,5,0,0,161.5,4.02,0.81,2,1,0,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,0,36,5,0,0,161.5,4.02,0.81,2,1,0,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,0,36,5,0,0,161.5,4.02,0.81,2,1,0,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,0,36,5,0,0,161.5,4.02,0.81,2,1,0,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,0,51,4,0.153,0.356,0,2.54,0.811,2,1,1,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
1,0,42,8,0,0,0,2.15,0.811,2,0,0,0,0,1,0,Food inadquate,Male,eastern,Non Agriculture Household
0,10,49,5,0,0,0,2.2,0.813,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,37,4,2.922,1.929,0,0.881,0.814,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,52,7,0.935,0.056,0,1.258,0.815,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,55,7,0,0,0,1.94,0.815,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,50,10,0.299,0,10.797,1.088,0.817,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,40,5,0.254,0.254,0,1.95,0.818,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,40,5,0.254,0.254,0,1.95,0.818,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,53,6,0.808,0.077,0,1.119,0.819,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,7,55,7,0,0.912,85,7.13,0.82,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,38,4,4.004,2.669,0,0.95,0.821,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,44,7,0,0,0,5.05,0.822,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
0,8,29,7,1.475,0.56,0,6.94,0.823,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,58,7,0,0,127.5,3.44,0.826,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,67,5,0,0,0,5.28,0.826,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,54,4,0.534,0.102,0,0.42,0.827,2,1,1,0,0,1,0,Food inadquate,Female,eastern,Non Agriculture Household
0,15,24,4,0,0,0,0,1,1,0,0,0,1,1,0,Food adquate,Male,central,Non Agriculture Household
1,0,54,5,0.458,0,0,0.31,0.827,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
0,10,45,9,0,0,34,5.86,0.829,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,53,4,0.102,0.025,1.275,1.52,0.832,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
1,0,43,5,0.153,0,0,2.35,0.833,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,50,9,0,0,0,5.16,0.833,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,67,5,0.61,0,0,5.405,0.833,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,54,6,0.61,0.566,0,4.05,0.833,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,3,49,4,0,0,51,1.34,0.834,2,1,1,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,3,49,4,0,0,51,1.34,0.834,2,1,1,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
1,0,44,8,0.051,0,0,1.62,0.834,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,65,5,0.677,0,0,3.79,0.835,2,1,0,0,0,1,0,Food inadquate,Female,eastern,Non Agriculture Household
1,0,44,8,0.11,0.007,0,1.722,0.835,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,45,10,0.407,0,0,1.61,0.835,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,63,5,0,0,102,2.33,0.836,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,60,9,0.356,0.153,0,3.64,0.836,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,39,4,2.932,1.935,0,0.976,0.836,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,55,6,0.356,0.153,0,0.62,0.837,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,74,5,2.162,0,187,5.69,0.837,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,30,4,0,0,0,0.76,0.838,2,1,1,1,0,1,0,Food adquate,Female,eastern,Agriculture Household
0,6,37,10,0,0,0,3.49,0.839,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,1,64,6,1.081,1.698,14.45,4.2,0.839,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,0,74,5,0.356,0.763,0,1.98,0.84,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,11,28,5,2.289,0,0,3.7,0.841,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
1,11,26,4,1.239,0.024,0,3.133,0.841,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,73,4,0,0,119,5.52,0.842,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,50,6,1.068,0.61,21.25,4.67,0.843,2,0,1,0,0,1,0,Food adquate,Male,eastern,Non Agriculture Household
0,0,50,6,1.068,0.61,21.25,4.67,0.843,2,0,1,0,0,1,0,Food adquate,Male,eastern,Non Agriculture Household
0,3,41,5,0.305,0,0,4.7,0.844,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,3,41,5,0.305,0,0,4.7,0.844,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,75,10,0.814,0.356,0,6.82,0.845,2,0,0,0,0,1,0,Food adquate,Male,eastern,Non Agriculture Household
0,0,75,10,0.814,0.356,0,6.82,0.845,2,0,0,0,0,1,0,Food adquate,Male,eastern,Non Agriculture Household
0,0,75,10,0.814,0.356,0,6.82,0.845,2,0,0,0,0,1,0,Food adquate,Male,eastern,Non Agriculture Household
1,0,52,6,0.03,0,0,4.863,0.846,2,1,1,1,0,1,0,Food inadquate,Female,eastern,Agriculture Household
0,0,37,4,0,0,0,3.25,0.846,2,0,1,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,0,37,5,0.058,0,0,0.839,0.847,2,0,1,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
0,0,52,4,1.091,0,68,4.97,0.847,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,52,4,1.091,0,68,4.97,0.847,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
0,0,52,4,1.091,0,68,4.97,0.847,2,0,0,1,0,1,0,Food adquate,Male,eastern,Agriculture Household
1,6,28,4,0.356,0.092,0,3.24,0.848,2,0,0,1,0,1,0,Food inadquate,Male,eastern,Agriculture Household
